"Comuna","COD","Votacion_2004","Votacion_2008","Votacion_2012","Votacion_2016","Votacion_2021","Participacion_2004","Participacion_2008","Participacion_2012","Participacion_2016","Participacion_2021","Inscritos_2004","Inscritos_2008","Inscritos_Total_2012","Inscritos_Total_2016","Inscritos_Total_2021","n_prot","prot_dum","treat","concertatotal_2004","concertatotal_2008","concertatotal_2012","concertatotal_2016","concertatotal_2021","concerta_prop_2004","concerta_prop_2008","concerta_prop_2012","concerta_prop_2016","concerta_prop_2021","derechatotal_2004","derechatotal_2008","derechatotal_2012","derechatotal_2016","derechatotal_2021","derecha_prop_2004","derecha_prop_2008","derecha_prop_2012","derecha_prop_2016","derecha_prop_2021","indeptotal_2004","indeptotal_2008","indeptotal_2012","indeptotal_2016","indeptotal_2021","indep_prop_2004","indep_prop_2008","indep_prop_2012","indep_prop_2016","indep_prop_2021","otrostotal_2004","otrostotal_2008","otrostotal_2012","otrostotal_2016","otrostotal_2021","otros_prop_2004","otros_prop_2008","otros_prop_2012","otros_prop_2016","otros_prop_2021"
"PADRE LAS CASAS",9112,22591,23021,21646,16276,19332,0.840720479327156,0.841995537836948,0.4295,0.2985,0.3285,26871,27341,50404,54530,58858,3,1,"Treated",8378,7193,7879,5512,449,0.37085565048028,0.312453846487989,0.363993347500693,0.338658146964856,0.0232257397061866,9474,7988,9922,9895,5620,0.419370545792572,0.346987533121932,0.4583756814192,0.607950356352912,0.290709704117525,1247,2104,3082,0,10300,0.055198973042362,0.091394813431215,0.142381964335212,0,0.5327953651976,1406,3459,0,0,2408,0.0622371740958789,0.150254115807306,0,0,0.124560314504449
"PAIHUANO",4105,2604,2737,2970,2994,3317,0.901038062283737,0.888636363636364,0.6517,0.6334,0.6155,2890,3080,4557,4727,5389,0,0,"Control",1507,1383,1657,1415,956,0.578725038402458,0.505297771282426,0.557912457912458,0.472611890447562,0.288212239975882,771,309,1246,1529,1663,0.296082949308756,0.112897332846182,0.41952861952862,0.510688042752171,0.501356647573108,144,888,0,0,656,0.0552995391705069,0.324442820606503,0,0,0.197769068435333,41,68,0,0,0,0.0157450076804916,0.0248447204968944,0,0,0
"PAILLACO",14107,10505,10437,10279,8792,8418,0.856921445468635,0.852974828375286,0.5637,0.4758,0.4371,12259,12236,18235,18478,19259,5,1,"Treated",3390,4438,5282,4426,1182,0.322703474535935,0.425217974513749,0.513863216266174,0.503412192902639,0.140413399857448,2220,2148,647,3800,756,0.21132793907663,0.205806266168439,0.062943866134838,0.43221110100091,0.0898075552387741,4323,3474,4089,243,3335,0.41151832460733,0.332854268467951,0.397801342543049,0.027638762511374,0.396174863387978,116,0,0,112,3046,0.0110423607805807,0,0,0.0127388535031847,0.36184366832977
"PAINE",13404,22565,24353,22601,18773,22783,0.927875323820881,0.931815572986417,0.5104,0.3929,0.4235,24319,26135,44281,47780,53793,1,1,"Treated",12060,9577,8197,5199,3260,0.534456015953911,0.393257504208927,0.362683067120924,0.276940286581793,0.143089145415441,5165,11943,13484,12925,6175,0.228894305340129,0.490411858908553,0.596610769434981,0.688488787087839,0.271035421147347,2655,0,0,0,5402,0.11766009306448,0,0,0,0.237106614581047,876,980,0,0,7449,0.0388211832483935,0.0402414486921529,0,0,0.326954308036694
"PALENA",10404,926,995,1206,1183,1229,0.803122289679098,0.789056304520222,0.5555,0.5097,0.5203,1153,1261,2171,2321,2362,0,0,"Control",414,276,544,377,141,0.447084233261339,0.277386934673367,0.451077943615257,0.318681318681319,0.114727420667209,339,454,633,264,358,0.366090712742981,0.456281407035176,0.524875621890547,0.223161453930685,0.291293734743694,152,63,0,507,696,0.16414686825054,0.0633165829145729,0,0.428571428571429,0.566314076484947,0,172,0,11,0,0,0.17286432160804,0,0.00929839391377853,0
"PALMILLA",6306,5970,5822,6292,6015,5426,0.919451717233944,0.881186620251249,0.6441,0.6023,0.5203,6493,6607,9768,9986,10428,0,0,"Control",3305,2951,3023,3505,2934,0.553601340033501,0.506870491240124,0.480451366815003,0.582709891936825,0.540729819388131,748,2619,3014,2426,2411,0.125293132328308,0.449845413947097,0.479020979020979,0.40332502078138,0.44434205676373,1531,0,0,0,0,0.256448911222781,0,0,0,0,98,0,130,0,0,0.0164154103852596,0,0.0206611570247934,0,0
"PANGUIPULLI",14108,14991,14733,14240,12548,12190,0.829423481243776,0.81429282042779,0.4459,0.3824,0.346,18074,18093,31937,32816,35236,2,1,"Treated",7112,4057,5992,6111,3141,0.474417984123808,0.275368221000475,0.420786516853933,0.487009882052917,0.257670221493027,5884,4873,6243,5250,2092,0.392502167967447,0.330754089459038,0.438412921348315,0.418393369461269,0.171616078753076,0,4481,1348,588,5991,0,0.304147152650512,0.0946629213483146,0.0468600573796621,0.491468416735029,802,0,0,0,597,0.0534987659262224,0,0,0,0.048974569319114
"PANQUEHUE",5704,3565,3759,3871,3611,4052,0.92,0.93206050086784,0.6485,0.5884,0.614,3875,4033,5969,6137,6599,0,0,"Control",2088,1187,1477,1549,2005,0.585694249649369,0.315775472200053,0.381555153707052,0.42896704513985,0.494817374136229,1294,1697,1887,1991,1548,0.362973352033661,0.451449853684491,0.487470937742185,0.551370811409582,0.382033563672261,0,635,0,0,453,0,0.168927906358074,0,0,0.111796643632774,0,70,397,0,0,0,0.0186219739292365,0.102557478687678,0,0
"PAPUDO",5403,3254,3408,3474,3595,4447,0.906154274575327,0.903978779840849,0.7078,0.6935,0.7288,3591,3770,4908,5184,6102,0,0,"Control",1211,1035,1474,304,777,0.372157344806392,0.303697183098592,0.424294761082326,0.0845618915159944,0.174724533393299,1923,2221,1933,1748,1296,0.590964966195452,0.651701877934272,0.556419113413932,0.486230876216968,0.291432426354846,0,0,0,1501,2151,0,0,0,0.417524339360222,0.483696874297279,47,0,0,0,187,0.0144437615242778,0,0,0,0.0420508207780526
"PAREDONES",6206,4052,4006,4212,4704,4872,0.874784110535406,0.841596638655462,0.6798,0.7148,0.6887,4632,4760,6196,6581,7074,0,0,"Control",2378,2463,2127,2251,2074,0.586870681145114,0.614827758362456,0.504985754985755,0.478528911564626,0.425697865353038,1437,1326,1608,2143,2698,0.354639684106614,0.331003494757863,0.381766381766382,0.455569727891156,0.553776683087028,0,0,0,65,0,0,0,0,0.0138180272108844,0,79,0,338,197,0,0.0194965449160908,0,0.0802469135802469,0.0418792517006803,0
"PARRAL",7404,20838,20233,19729,17760,15921,0.857813271859048,0.837389288966145,0.5606,0.4862,0.4205,24292,24162,35192,36525,37860,3,1,"Treated",9713,10978,8767,6401,1995,0.466119589212016,0.542578955172243,0.444371230168787,0.360416666666667,0.125306199359337,7032,7642,10343,10389,5149,0.337460408868413,0.377699797360747,0.524253636778347,0.584966216216216,0.323409333584574,3073,0,0,0,8620,0.147470966503503,0,0,0,0.541423277432322,0,758,0,554,0,0,0.0374635496466169,0,0.0311936936936937,0
"PEDRO AGUIRRE CERDA",13121,61064,56677,40898,28562,41042,0.876059853951767,0.87151138652684,0.4236,0.2967,0.4405,69703,65033,96543,96273,93161,6,1,"Treated",18122,0,18548,8663,0,0.296770601336303,0,0.453518509462565,0.303305090679924,0,16639,23212,13792,2986,0,0.272484606314686,0.409548846974963,0.337229204362071,0.104544499684896,0,1940,0,0,14230,29401,0.031769946285864,0,0,0.498214410755549,0.71636372496467,16778,25786,6344,1469,11203,0.274760906589807,0.454964094782716,0.155117609663064,0.0514319725509418,0.272964280493153
"PELARCO",7106,4930,4860,4940,4564,4065,0.896852828815718,0.895357406042741,0.633,0.5677,0.476,5497,5428,7804,8040,8540,0,0,"Control",1020,0,530,129,961,0.206896551724138,0,0.107287449392713,0.0282646801051709,0.236408364083641,1516,2010,2460,2827,2819,0.307505070993915,0.41358024691358,0.497975708502024,0.619412795793164,0.693480934809348,2182,2594,1839,1513,0,0.442596348884381,0.533744855967078,0.372267206477733,0.331507449605609,0,0,0,0,0,174,0,0,0,0,0.0428044280442804
"PELLUHUE",7203,4798,4593,4618,4973,5426,0.898670162951864,0.858023538202877,0.7181,0.7212,0.6914,5339,5353,6431,6895,7848,0,0,"Control",1112,1281,355,2821,3547,0.231763234681117,0.278902677988243,0.0768731052403638,0.567263221395536,0.653704386288242,2082,1844,883,1991,1763,0.433930804501876,0.401480513825386,0.191208315288003,0.400361954554595,0.324917065978621,1497,0,3261,95,0,0.312005002084202,0,0.706149848419229,0.0191031570480595,0,0,1374,36,0,0,0,0.299150881776617,0.00779558250324816,0,0
"PEMUCO",16105,4866,4988,5238,5065,4388,0.881681464033339,0.871875546233176,0.6805,0.6409,0.5254,5519,5721,7697,7903,8351,0,0,"Control",2224,2657,2280,1884,2069,0.4570489108097,0.532678428227747,0.435280641466208,0.371964461994077,0.47151321786691,2532,288,2325,2338,2302,0.520345252774353,0.057738572574178,0.443871706758305,0.461599210266535,0.52461257976299,0,1913,549,0,0,0,0.383520449077787,0.104810996563574,0,0,0,0,0,777,0,0,0,0,0.153405725567621,0
"PENAFLOR",13605,32008,33275,29173,26389,37748,0.911259786476868,0.909873943835279,0.4688,0.3959,0.5204,35125,36571,62226,66651,72543,4,1,"Treated",10629,7712,10946,12893,18600,0.332073231692077,0.231765589782119,0.3752099544099,0.488574784948274,0.492741337289393,17031,20268,15715,11413,10604,0.532085728567858,0.609105935386927,0.538683028828026,0.432490810565008,0.280915545194447,0,0,0,274,4937,0,0,0,0.0103831141763614,0.130788386139663,1621,2455,1411,1151,3057,0.0506435891027243,0.0737791134485349,0.0483666403866589,0.0436166584561749,0.0809844230157889
"PENALOLEN",13122,84454,88833,68392,50118,89469,0.897425271233808,0.908257162137292,0.3975,0.2732,0.4667,94107,97806,172047,183451,191707,15,1,"Treated",37322,47729,34891,27372,28377,0.441921045776399,0.537289070503079,0.51016200725231,0.546151083443074,0.317171310733327,35312,30038,21507,13722,17277,0.418121107348379,0.338140105591391,0.314466604281202,0.273793846522208,0.193105992019582,0,0,1977,0,0,0,0,0.0289068896947011,0,0,4155,4018,4647,5944,41987,0.049198380183295,0.0452309389528666,0.0679465434553749,0.118600103755138,0.469291039354413
"PENCAHUE",7107,6843,6845,6968,6657,6013,0.926607989167231,0.917560321715818,0.6999,0.6451,0.5724,7385,7460,9956,10320,10505,0,0,"Control",3022,3279,2585,2964,1877,0.441619172877393,0.479035792549306,0.370981630309989,0.445245606128887,0.31215699318144,2425,3355,3149,3538,1748,0.354376735349993,0.490138787436085,0.451923076923077,0.531470632417005,0.290703475802428,1123,0,0,0,2336,0.164109308782698,0,0,0,0.388491601530018,0,0,1028,0,0,0,0,0.147531572904707,0,0
"PENCO",8107,23468,24253,22662,20298,19848,0.896786273835454,0.888388278388278,0.5706,0.4964,0.4703,26169,27300,39719,40892,42200,9,1,"Treated",9027,3267,9323,11698,13422,0.384651440259076,0.134704984950315,0.411393522195746,0.576312937235196,0.676239419588875,10875,8529,8338,2316,5596,0.463396966081473,0.351667834907022,0.36792869120113,0.114099911321312,0.281942765014107,0,10013,4353,5074,0,0,0.412856141508267,0.192083664283823,0.249975367031235,0,1780,964,0,847,0,0.07584796318391,0.0397476600832887,0,0.0417282490885802,0
"PERALILLO",6307,5799,5916,6105,5678,5178,0.916403286978508,0.910153846153846,0.6524,0.5889,0.5136,6328,6500,9358,9642,10082,0,0,"Control",2233,2501,3146,1998,3110,0.385066390757027,0.422751859364435,0.515315315315315,0.351884466361395,0.600617999227501,1624,2940,2630,3385,831,0.280048284186929,0.496957403651116,0.430794430794431,0.596160619936597,0.160486674391657,1574,264,0,125,1131,0.271426107949647,0.0446247464503043,0,0.0220147939415287,0.218424101969873,146,0,204,73,0,0.0251767546128643,0,0.0334152334152334,0.0128566396618528,0
"PERQUENCO",9113,3897,3909,4100,3506,3874,0.858181017397049,0.852005231037489,0.6504,0.5524,0.568,4541,4588,6304,6347,6821,0,0,"Control",1904,1926,2882,2517,2184,0.488580959712599,0.49270913277053,0.702926829268293,0.717912150598973,0.563758389261745,1852,1863,1102,859,0,0.47523736207339,0.476592478894858,0.268780487804878,0.24500855675984,0,0,0,0,0,1601,0,0,0,0,0.413267940113578,0,0,0,0,0,0,0,0,0,0
"PETORCA",5404,5288,5417,5353,4806,4918,0.888291617671762,0.879811596556765,0.5939,0.5299,0.5198,5953,6157,9014,9069,9462,2,1,"Treated",2142,1259,1420,1005,1004,0.405068078668684,0.232416466678974,0.265271810199888,0.209113607990012,0.204148027653518,1415,466,385,666,890,0.267586989409985,0.0860254753553627,0.0719222865682795,0.138576779026217,0.180967873119154,356,1969,3385,1962,2554,0.0673222390317701,0.363485323980063,0.632355688399029,0.408239700374532,0.519316795445303,1076,1511,0,1058,344,0.203479576399395,0.278936680819642,0,0.220141489804411,0.0699471329808865
"PEUMO",6112,7484,7582,7712,7252,6917,0.926696384348687,0.936743266617247,0.6466,0.5891,0.5392,8076,8094,11927,12311,12828,2,1,"Treated",3662,1169,3612,448,503,0.489310529128808,0.154180954893168,0.468360995850622,0.0617760617760618,0.0727193870174931,608,963,264,0,325,0.0812399786210583,0.127011342653653,0.0342323651452282,0,0.04698568743675,2582,4971,3673,6643,4330,0.345002672367718,0.65563175943023,0.476270746887967,0.916023166023166,0.62599392800347,287,147,0,0,1645,0.0383484767504009,0.0193880242680032,0,0,0.237819864102935
"PICA",1405,3147,3011,3044,3143,3525,0.827069645203679,0.808539205155747,0.6451,0.6163,0.61,3805,3724,4719,5100,5779,5,1,"Treated",1174,144,1542,845,1159,0.373053701938354,0.0478246429757556,0.506570302233903,0.268851415844734,0.328794326241135,1841,1636,1455,1354,2086,0.585001588814744,0.543341082696778,0.477989487516426,0.430798600063633,0.59177304964539,0,0,0,904,0,0,0,0,0.287623289850461,0,49,1131,0,0,236,0.0155703844931681,0.375622716705413,0,0,0.0669503546099291
"PICHIDEGUA",6113,9558,9573,9148,8076,8046,0.925535005325845,0.92065781881131,0.5955,0.5099,0.4773,10327,10398,15363,15838,16858,1,1,"Treated",3866,3922,5547,5401,2666,0.404477924251936,0.409693930847174,0.606362046348929,0.66877166914314,0.331344767586378,4386,3465,3341,2484,1120,0.458882611424984,0.361955499843309,0.365216440752077,0.307578008915305,0.139199602286851,512,0,0,0,2131,0.0535676919857711,0,0,0,0.26485210042257,210,1645,0,0,2015,0.0219711236660389,0.171837459521571,0,0,0.250434998757146
"PICHILEMU",6201,7060,7425,7315,8264,9708,0.883936396644547,0.85867931074361,0.6145,0.6362,0.6115,7987,8647,11904,12989,15875,1,1,"Treated",2958,1665,3507,4435,0,0.418980169971671,0.224242424242424,0.479425837320574,0.536665053242982,0,300,2010,1492,857,1191,0.0424929178470255,0.270707070707071,0.203964456596036,0.103702807357212,0.122682323856613,3498,3017,1961,2867,8142,0.495467422096317,0.406329966329966,0.268079289131921,0.346926427879961,0.838689740420272,64,478,178,0,243,0.00906515580736544,0.0643771043771044,0.0243335611756664,0,0.0250309023485785
"PINTO",16106,6872,7051,6815,5918,5729,0.891194397613798,0.889042995839112,0.642,0.5595,0.5057,7711,7931,10616,10578,11329,0,0,"Control",2345,860,1226,1394,727,0.341239813736903,0.121968515104241,0.179897285399853,0.235552551537682,0.126898237039623,1376,3888,5401,4073,3068,0.20023282887078,0.551411147354985,0.792516507703595,0.688239270023657,0.535521033339152,2905,0,0,0,1787,0.422729918509895,0,0,0,0.311921801361494,0,2087,0,328,0,0,0.295986384909942,0,0.0554241297735722,0
"PIRQUE",13202,9208,10299,9458,8051,12279,0.927477840451249,0.921693216395203,0.5016,0.3941,0.5422,9928,11174,18857,20428,22646,0,0,"Control",4479,3676,2542,3183,4661,0.486424847958297,0.356927857073502,0.268767181222246,0.395354614333623,0.379591171919537,3887,5907,4535,3580,2405,0.422132927888792,0.573550830177687,0.479488263903574,0.44466525897404,0.195862855281375,0,0,1934,0,4982,0,0,0.204482977373652,0,0.405733365909276,306,0,0,999,0,0.0332319721980886,0,0,0.124083964724879,0
"PITRUFQUEN",9114,11008,11159,10946,9403,9870,0.833749905324547,0.829172239560113,0.5256,0.4337,0.4272,13203,13458,20826,21681,23103,0,0,"Control",1730,5620,5891,3167,4334,0.157158430232558,0.503629357469307,0.53818746574091,0.336807401893013,0.439108409321175,5238,2084,4312,2686,4402,0.475835755813953,0.186755085581145,0.393933857116755,0.285653514835691,0.445997973657548,1788,916,0,3328,964,0.162427325581395,0.0820862084416166,0,0.353929596937148,0.0976697061803445,1119,1954,512,0,0,0.101653343023256,0.175105296173492,0.0467750776539375,0,0
"PLACILLA",6308,4970,5347,5330,5776,4764,0.931933245827864,0.934953663227837,0.7174,0.7253,0.5782,5333,5719,7430,7964,8240,0,0,"Control",2517,2439,2632,3443,2971,0.506438631790744,0.456143631943146,0.493808630393996,0.596087257617729,0.623635600335852,1976,2696,2606,2271,0,0.397585513078471,0.504207967084346,0.488930581613508,0.393178670360111,0,0,0,0,0,1691,0,0,0,0,0.35495382031906,258,0,0,0,0,0.0519114688128773,0,0,0,0
"PORTEZUELO",16205,3943,3697,4131,4090,3086,0.85531453362256,0.83004041311181,0.7064,0.6958,0.528,4610,4454,5848,5878,5845,0,0,"Control",2159,1824,1573,1712,0,0.547552624904895,0.493373005139302,0.38077947228274,0.418581907090465,0,870,1765,2262,2344,2525,0.220644179558712,0.477414119556397,0.547567175018155,0.573105134474328,0.818211276733636,799,0,218,0,0,0.202637585594725,0,0.0527717259743404,0,0,0,0,0,0,0,0,0,0,0,0
"PORVENIR",12301,2306,2776,2373,2172,2461,0.472250665574442,0.552547770700637,0.3723,0.3512,0.3996,4883,5024,6374,6185,6159,1,1,"Treated",1150,797,1646,1321,784,0.498699045967043,0.287103746397695,0.693636746734092,0.608195211786372,0.318569687119057,699,1144,503,741,199,0.303122289679098,0.412103746397695,0.21196797302992,0.341160220994475,0.0808614384396587,0,302,0,0,1441,0,0.108789625360231,0,0,0.58553433563592,296,379,167,0,0,0.128360797918474,0.136527377521614,0.0703750526759376,0,0
"POZO ALMONTE",1401,4629,4510,4572,5207,5501,0.666234887737478,0.648361127084531,0.4439,0.4654,0.4623,6948,6956,10299,11189,11898,24,1,"Treated",1656,0,1319,2193,2922,0.357744653272845,0,0.288495188101487,0.421163817937392,0.531176149790947,2431,2244,1025,494,1586,0.525167422769497,0.497560975609756,0.22419072615923,0.0948722873055502,0.28831121614252,260,0,0,2267,904,0.0561676387988766,0,0,0.435375456116766,0.164333757498637,72,1886,2091,147,0,0.0155541153596889,0.418181818181818,0.457349081364829,0.0282312271941617,0
"PRIMAVERA",12302,915,797,759,535,560,0.619498984427894,0.592565055762082,0.5153,0.3506,0.4176,1477,1345,1473,1526,1341,0,0,"Control",0,353,426,385,300,0,0.442910915934755,0.561264822134387,0.719626168224299,0.535714285714286,551,413,324,139,242,0.602185792349727,0.518193224592221,0.426877470355731,0.25981308411215,0.432142857142857,0,0,0,0,3,0,0,0,0,0.00535714285714286,0,0,0,0,0,0,0,0,0,0
"PROVIDENCIA",13123,71116,72626,68416,61479,86563,0.787971457696228,0.796442514365925,0.4369,0.3773,0.5084,90252,91188,156600,162963,170255,90,1,"Treated",21469,18128,0,0,0,0.301887057764779,0.249607578553135,0,0,0,40343,43217,29697,32092,46890,0.567284436694977,0.595062374356291,0.434065130963517,0.521999381902764,0.541686401811397,0,0,37680,25425,38582,0,0,0.550748362956034,0.413555848338457,0.445710060880515,3828,6161,0,2782,0,0.0538275493559818,0.084831878390659,0,0.0452512239951853,0
"PUCHUNCAVI",5105,7616,7977,7910,7753,9248,0.917811520848397,0.911240575736806,0.6292,0.5614,0.5777,8298,8754,12571,13809,16007,2,1,"Treated",2955,2751,799,1474,669,0.387998949579832,0.344866491162091,0.101011378002528,0.190119953566361,0.0723399653979239,2402,1850,140,2031,3482,0.315388655462185,0.231916760686975,0.0176991150442478,0.261963111053786,0.37651384083045,1947,2904,6677,4097,4981,0.255646008403361,0.36404663407296,0.844121365360303,0.528440603637302,0.538602941176471,56,113,0,0,0,0.00735294117647059,0.0141657264635828,0,0,0
"PUCON",9115,8679,9649,10648,9075,10762,0.851216163201255,0.860288873038516,0.4751,0.3711,0.3798,10196,11216,22412,24455,28338,4,1,"Treated",3340,4055,4078,2666,1495,0.384836962783731,0.420250803192041,0.382982719759579,0.293774104683196,0.138914699869913,3556,2803,6319,4740,3834,0.409724622652379,0.290496424499948,0.593444778362134,0.522314049586777,0.356253484482438,408,2405,0,1387,5318,0.047010024196336,0.249248626800705,0,0.152837465564738,0.49414606950381,1012,0,0,0,0,0.11660329531052,0,0,0,0
"PUDAHUEL",13124,62798,66302,51626,38952,72805,0.895872861891379,0.907215084219312,0.3487,0.241,0.4308,70097,73083,148053,161613,168984,13,1,"Treated",37416,39104,30502,18301,18277,0.595815153348833,0.589786130131821,0.590826327819316,0.469834668309715,0.251040450518508,12769,14446,11976,11128,9212,0.203334501098761,0.217881813519954,0.231976136055476,0.28568494557404,0.126529771306916,2307,0,0,0,13851,0.0367368387528265,0,0,0,0.190247922532793,3508,5333,5503,7103,30424,0.0558616516449569,0.0804349793369732,0.106593576879867,0.182352639145615,0.417883387130005
"PUENTE ALTO",13201,119287,128133,96071,85296,173923,0.903668856010848,0.911200398236382,0.2946,0.2277,0.4351,132003,140620,326060,374571,399739,29,1,"Treated",37192,26433,32930,12245,15090,0.31178586099072,0.20629346070099,0.342767328330089,0.143558900769086,0.0867625328449946,65350,81191,49308,67107,87257,0.547838406532145,0.633646289402418,0.513245412247192,0.786754361283061,0.501699027730662,0,0,0,0,0,0,0,0,0,0,6196,8194,8264,3123,69676,0.0519419551166514,0.0639491778074345,0.0860197145860874,0.0366136747326956,0.400614064844788
"PUERTO MONTT",10101,63313,66932,52852,44074,73352,0.826562051228492,0.830957938123852,0.3345,0.2575,0.3932,76598,80548,158013,171141,186565,103,1,"Treated",39748,38724,22296,22742,36635,0.627801557342094,0.578557341779717,0.421857261787633,0.515995825203068,0.499441051368743,14898,18138,18292,10309,33474,0.235307124919053,0.270991454013028,0.346098539317339,0.233902073784998,0.456347475188134,0,0,4034,4726,0,0,0,0.0763263452660259,0.107228751644961,0,2872,4110,5323,3940,0,0.0453619319886911,0.0614056056893564,0.100715204722622,0.0893951082270726,0
"PUERTO OCTAY",10302,5092,5061,4543,4389,4077,0.904279879239922,0.89606940509915,0.53,0.5054,0.4518,5631,5648,8571,8684,9024,0,0,"Control",2671,3338,2300,1310,2006,0.524548311076198,0.659553447935191,0.50627338762932,0.298473456368193,0.492028452293353,2149,1458,1945,2400,1935,0.422034564021995,0.288085358624778,0.428131190843055,0.546821599453178,0.474613686534216,0,0,133,425,0,0,0,0.0292758089368259,0.0968329915698337,0,0,0,0,140,0,0,0,0,0.0318979266347687,0
"PUERTO VARAS",10109,15375,16865,16385,15614,20212,0.866245985689335,0.86460576232954,0.4883,0.4291,0.4775,17749,19506,33554,36391,42326,8,1,"Treated",2719,5793,8695,2584,2557,0.176845528455285,0.343492439964423,0.530668294171498,0.165492506724734,0.126509004551751,6404,10047,6032,2282,0,0.416520325203252,0.595730803439075,0.368141592920354,0.14615089022672,0,5247,0,1052,7822,17352,0.341268292682927,0,0.0642050656087885,0.500960676316127,0.858499901048882,206,0,0,2446,0,0.0133983739837398,0,0,0.15665428461637,0
"PUMANQUE",6309,2375,2617,2665,2765,3128,0.894875659382065,0.885018599932364,0.7199,0.7084,0.7219,2654,2957,3702,3903,4333,0,0,"Control",896,307,1256,972,0,0.377263157894737,0.117309896828429,0.471294559099437,0.351537070524412,0,1331,1186,1369,1754,1327,0.560421052631579,0.453190676346962,0.513696060037523,0.634358047016275,0.42423273657289,71,1079,0,0,1746,0.0298947368421053,0.412304165074513,0,0,0.558184143222506,28,0,0,0,0,0.0117894736842105,0,0,0,0
"PUNITAQUI",4304,5775,5806,5598,5078,4983,0.889282414536495,0.872951435874305,0.576,0.5107,0.463,6494,6651,9718,9944,10763,0,0,"Control",3457,1218,607,1001,0,0.598614718614719,0.209782983120909,0.10843158270811,0.197124852304057,0,474,314,0,1057,370,0.0820779220779221,0.0540819841543231,0,0.208152816069319,0.0742524583584186,863,1561,3139,2878,4231,0.149437229437229,0.268859800206683,0.560735977134691,0.566758566364711,0.849086895444511,498,2446,1629,0,312,0.0862337662337662,0.421288322425077,0.290996784565916,0,0.0626128838049368
"PUNTA ARENAS",12101,52795,52754,32261,33169,47391,0.709448109974871,0.718885845495551,0.2782,0.2751,0.3868,74417,73383,115955,120557,122525,93,1,"Treated",18822,13956,16144,6576,0,0.356511033241784,0.264548659817265,0.500418461919965,0.198257409026501,0,7867,4593,8406,15209,21879,0.149010322947249,0.0870644880009099,0.260562288831716,0.458530555639302,0.461669937329873,18546,26357,4139,10064,11109,0.351283265460744,0.499620881828866,0.12829732494343,0.303415840091652,0.234411597138697,1775,3376,1626,395,13435,0.0336206080121224,0.0639951472874095,0.0504014134713741,0.0119087099400042,0.283492646283049
"PUQUELDON",10206,2354,2544,2625,2347,2482,0.865123116501286,0.879060124395301,0.613,0.5521,0.5588,2721,2894,4282,4251,4442,0,0,"Control",1400,733,361,495,1119,0.594732370433305,0.28812893081761,0.13752380952381,0.210907541542395,0.450846091861402,596,260,1395,1347,563,0.253186066270178,0.102201257861635,0.531428571428571,0.573924158500213,0.226833199033038,246,1443,812,0,723,0.104502973661852,0.567216981132075,0.309333333333333,0,0.29129734085415,0,0,0,433,0,0,0,0,0.184490839369408,0
"PUREN",9208,7056,6570,6773,6339,5786,0.810289389067524,0.788810181294273,0.5815,0.5319,0.473,8708,8329,11647,11917,12233,0,0,"Control",3805,4418,4291,3541,2277,0.539257369614513,0.672450532724505,0.633544957921158,0.558605458274176,0.393536121673004,2806,1414,2328,2360,711,0.397675736961451,0.215220700152207,0.343717702642847,0.372298469790188,0.122882820601452,172,0,0,284,2697,0.0243764172335601,0,0,0.0448020192459378,0.466125129623228,0,239,0,0,0,0,0.0363774733637747,0,0,0
"PURRANQUE",10303,11278,11228,10318,8261,7718,0.850143223277552,0.862829478214094,0.5335,0.4229,0.3882,13266,13013,19339,19534,19882,2,1,"Treated",5276,4441,4326,6622,3849,0.467813442099663,0.395529034556466,0.419267299864315,0.801597869507324,0.498704327545996,5123,1921,3999,1273,1060,0.454247206951587,0.171090131813324,0.387575111455708,0.154097566880523,0.137341280124385,0,0,1701,0,0,0,0,0.164857530529172,0,0,319,4357,0,0,2565,0.0282851569427203,0.388047737798361,0,0,0.332339984451931
"PUTAENDO",5705,7667,7823,7345,5895,6486,0.916228489483748,0.914222274161505,0.5792,0.4508,0.4618,8368,8557,12682,13077,14044,0,0,"Control",1463,3791,5054,3991,1512,0.190817790530846,0.484596702032468,0.688087134104833,0.677014418999152,0.233117483811286,3052,3541,2125,1735,1145,0.398069649145689,0.452639652307299,0.28931245745405,0.29431721798134,0.176534073388838,2327,0,0,0,3123,0.303508543106821,0,0,0,0.48149861239593,197,0,0,0,608,0.0256945350202165,0,0,0,0.0937403638606229
"PUTRE",15201,3433,3644,2779,2575,2303,0.562786885245902,0.53282643661354,0.3954,0.4043,0.3801,6100,6839,7028,6369,6059,0,0,"Control",1278,1580,1488,941,366,0.372269152344888,0.433589462129528,0.535444404462037,0.365436893203884,0.158923143725575,1672,1229,864,263,0,0.487037576463734,0.337266739846323,0.31090320259086,0.102135922330097,0,244,544,0,1310,1803,0.0710748616370522,0.149286498353458,0,0.50873786407767,0.782891880156318,51,89,320,0,86,0.0148558112438101,0.024423710208562,0.115149334292911,0,0.0373425966131133
"PUYEHUE",10304,6561,6731,6699,6022,5496,0.869582504970179,0.876546425315796,0.6218,0.5474,0.4739,7545,7679,10773,11002,11597,0,0,"Control",2475,2509,3921,2733,2675,0.377229080932785,0.372752934185114,0.585311240483654,0.453835934905347,0.486717612809316,3740,2791,2603,2828,2842,0.570035055631763,0.414648640618036,0.388565457530975,0.469611424775822,0.517103347889374,0,0,0,0,0,0,0,0,0,0,0,1123,0,333,0,0,0.166839994057347,0,0.0552972434407174,0
